line,mating_status,fusion_id,c_i,T_i_1a,direction_cis,direction_trans
r374,V,S22384_SI,0.0571671371,-0.379956668,+,-
r380,V,S22384_SI,0.0969033259,-0.346542291,+,-
r491,V,S22384_SI,0.0409614576,0.2108692861,+,+
r517,V,S22384_SI,-0.014866313,-0.060570821,-,-
r737,V,S22384_SI,0.0576362202,-0.307973726,+,-
r799,V,S22384_SI,-0.147310475,0.7867810718,-,+
r820,V,S22384_SI,-0.052684479,-0.082667603,-,-
r83,V,S22384_SI,0.2396401885,-0.41444198,+,-
r853,V,S22384_SI,0.0757626839,1.3452347053,+,+
w38,V,S22384_SI,-0.257989882,0.0982343873,-,+
w47,V,S22384_SI,-0.143740516,-0.075736529,-,-
w59,V,S22384_SI,0.0445067038,-0.339079896,+,-
w64,V,S22384_SI,0.0496410731,-0.195714096,+,-
w76,V,S22384_SI,0.0417884232,-0.15438227,+,-
w79,V,S22384_SI,0.018415441,0.0291691315,+,+
r136,M,S22435_SI,-0.083168576,0.1464892966,-,+
r217,M,S22435_SI,0.0280022257,-0.133206303,+,-
r280,M,S22435_SI,0.0160667105,-0.002888361,+,-
r315,M,S22435_SI,0.0205042458,-0.113468105,+,-
r324,M,S22435_SI,-0.117005656,0.4233237644,-,+
r335,M,S22435_SI,0.0138089881,-0.001647096,+,-
r340,M,S22435_SI,0.0550799749,-0.152138901,+,-
r360,M,S22435_SI,-0.067789821,0.1874912393,-,+
r365,M,S22435_SI,0.0067423171,-0.112702422,+,-
r373,M,S22435_SI,0.0116987715,-0.069370414,+,-
r374,M,S22435_SI,0.0068711324,-0.090833983,+,-
r443,M,S22435_SI,0.0236879287,-0.151690166,+,-
r491,M,S22435_SI,0.0248879371,-0.042470831,+,-
r517,M,S22435_SI,0.0425340236,-0.035562548,+,-
r737,M,S22435_SI,0.00648393,0.0214644603,+,+
r799,M,S22435_SI,0.0073732056,-0.128258178,+,-
r820,M,S22435_SI,0.0123318833,-0.108886517,+,-
r83,M,S22435_SI,0.0099294809,0.0152406926,+,+
r85,M,S22435_SI,-0.013023086,0.1692356612,-,+
w38,M,S22435_SI,-0.057829074,-0.046614972,-,-
w52,M,S22435_SI,0.0004712458,-0.059766264,+,-
w64,M,S22435_SI,0.0393476771,0.0458203995,+,+
w76,M,S22435_SI,-0.008326112,0.1091007348,-,+
w79,M,S22435_SI,0.0213206473,0.1313388132,+,+
r136,V,S22435_SI,-0.069690339,0.1682935551,-,+
r217,V,S22435_SI,0.0318546231,-0.143314167,+,-
r280,V,S22435_SI,0.030910742,0.0054358557,+,+
r315,V,S22435_SI,0.0098490763,-0.095679571,+,-
r324,V,S22435_SI,-0.068525568,0.3398924835,-,+
r335,V,S22435_SI,0.0232662101,-0.030339169,+,-
r340,V,S22435_SI,0.0091576566,-0.114763314,+,-
r360,V,S22435_SI,-0.078292936,0.1432653417,-,+
r365,V,S22435_SI,0.0023734526,-0.107078085,+,-
r373,V,S22435_SI,0.0246803787,-0.104985101,+,-
r374,V,S22435_SI,-0.014546719,-0.048828381,-,-
r443,V,S22435_SI,0.0096073501,-0.11653842,+,-
r491,V,S22435_SI,-3.227425E-7,-0.024259232,-,-
r517,V,S22435_SI,0.0719978295,-0.046861795,+,-
r737,V,S22435_SI,0.0276761006,0.011337193,+,+
r799,V,S22435_SI,0.0140983681,-0.13040529,+,-
r820,V,S22435_SI,0.0012341986,-0.089281357,+,-
r83,V,S22435_SI,0.0191437768,0.0007915011,+,+
r85,V,S22435_SI,0.0037953378,0.108859874,+,+
w38,V,S22435_SI,-0.058744791,-0.039845573,-,-
w52,V,S22435_SI,0.0085937809,-0.068549078,+,-
w64,V,S22435_SI,0.0338642979,0.1075106207,+,+
w76,V,S22435_SI,-0.031209075,0.1227031612,-,+
w79,V,S22435_SI,-0.001093428,0.1526389484,-,+
r315,M,S22461_SI,-0.098849872,0.1567388717,-,+
r324,M,S22461_SI,0.0012470061,-0.054181208,+,-
r357,M,S22461_SI,-0.008355843,0.0125497861,-,+
r358,M,S22461_SI,0.0198323402,-0.070437762,+,-
r365,M,S22461_SI,0.0257908116,0.0711504558,+,+
r380,M,S22461_SI,0.0148664218,-0.016121869,+,-
r427,M,S22461_SI,0.0137399968,-0.010673773,+,-
r491,M,S22461_SI,0.0209428381,-0.104097361,+,-
r799,M,S22461_SI,0.0214194792,-0.074814047,+,-
w47,M,S22461_SI,-0.021606753,0.027032871,-,+
w52,M,S22461_SI,0.0003494152,-0.060679087,+,-
w55,M,S22461_SI,-0.058690946,0.0354841004,-,+
w64,M,S22461_SI,0.0334155337,-0.013516731,+,-
w68,M,S22461_SI,0.006483528,0.0284065456,+,+
w79,M,S22461_SI,0.0294160446,0.0731592063,+,+
r315,V,S22461_SI,-0.076388759,0.1290295675,-,+
r324,V,S22461_SI,-0.006941434,-0.042275767,-,-
r357,V,S22461_SI,-0.015107824,0.0285415219,-,+
r358,V,S22461_SI,0.0094999787,-0.057578511,+,-
r365,V,S22461_SI,0.0166514539,0.1074235478,+,+
r380,V,S22461_SI,0.0101938929,-0.013686789,+,-
r427,V,S22461_SI,0.0252177481,-0.021068697,+,-
r491,V,S22461_SI,0.0256598763,-0.103272671,+,-
r799,V,S22461_SI,0.0210689546,-0.071490263,+,-
w47,V,S22461_SI,-0.016940709,0.0367413753,-,+
w52,V,S22461_SI,0.0140760551,-0.074193452,+,-
w55,V,S22461_SI,-0.06306751,0.0459027159,-,+
w64,V,S22461_SI,0.0176104566,-0.024823567,+,-
w68,V,S22461_SI,0.0355042671,-0.047551799,+,-
w79,V,S22461_SI,0.0029635516,0.1083027868,+,+
r101,M,S22487_SI,0.0224699606,-0.071655845,+,-
r136,M,S22487_SI,-0.016392922,-0.013099394,-,-
r208,M,S22487_SI,0.0331802254,-0.049381894,+,-
r21,M,S22487_SI,-0.032742022,0.1150723652,-,+
r217,M,S22487_SI,0.0391816833,-0.015011461,+,-
r280,M,S22487_SI,0.0142743034,0.0115207771,+,+
r287,M,S22487_SI,0.0054225566,-0.048087856,+,-
r309,M,S22487_SI,0.0107343109,-0.061719976,+,-
r315,M,S22487_SI,-0.059003799,0.0688174254,-,+
r324,M,S22487_SI,-0.093790843,0.1020724832,-,+
r335,M,S22487_SI,-0.001874209,0.0625400045,-,+
r340,M,S22487_SI,0.0507458643,-0.076190125,+,-
r350,M,S22487_SI,-0.010033651,0.023978555,-,+
r357,M,S22487_SI,-0.005009758,0.0154727272,-,+
r358,M,S22487_SI,-0.000013114,0.023975193,-,+
r360,M,S22487_SI,-0.041952207,0.0062571375,-,+
r362,M,S22487_SI,0.0182228453,-0.026494183,+,-
r365,M,S22487_SI,0.0051244398,-0.044940475,+,-
r373,M,S22487_SI,0.0004860879,-0.069358213,+,-
r374,M,S22487_SI,0.0127363787,-0.024719428,+,-
r380,M,S22487_SI,0.0073410888,-0.024569268,+,-
r392,M,S22487_SI,-0.002384126,0.0659739345,-,+
r427,M,S22487_SI,0.002946904,-0.036529797,+,-
r443,M,S22487_SI,0.0098035232,-0.016671995,+,-
r491,M,S22487_SI,0.0127434425,-0.005985822,+,-
r517,M,S22487_SI,0.0083096027,-0.060765499,+,-
r732,M,S22487_SI,0.0181194036,0.0066549758,+,+
r737,M,S22487_SI,0.0194660388,-0.0023854,+,-
r799,M,S22487_SI,0.0020627769,-0.052453327,+,-
r810,M,S22487_SI,-0.004851091,0.013102979,-,+
r820,M,S22487_SI,0.0101985605,-0.02302567,+,-
r83,M,S22487_SI,0.0212343322,0.017938436,+,+
r85,M,S22487_SI,-0.005152822,0.1091235838,-,+
r853,M,S22487_SI,0.0194483592,-0.060125043,+,-
r907,M,S22487_SI,0.0221249823,0.0303857317,+,+
w114,M,S22487_SI,-0.06005462,0.0846135811,-,+
w38,M,S22487_SI,-0.002110243,-0.073861505,-,-
w47,M,S22487_SI,-0.008420441,-0.034207427,-,-
w52,M,S22487_SI,-0.041819105,0.0607289241,-,+
w55,M,S22487_SI,0.0071998413,-0.029799529,+,-
w59,M,S22487_SI,0.0040372651,-0.029294346,+,-
w64,M,S22487_SI,0.0146062359,0.0629896839,+,+
w67,M,S22487_SI,-0.008910689,-0.032233299,-,-
w68,M,S22487_SI,0.012555211,-0.020639349,+,-
w76,M,S22487_SI,-0.000405809,0.168152047,-,+
w79,M,S22487_SI,-0.009854754,-0.04616442,-,-
r101,V,S22487_SI,0.0129092642,-0.042530101,+,-
r136,V,S22487_SI,0.0051731235,-0.029441839,+,-
r208,V,S22487_SI,0.0329855915,-0.044405364,+,-
r21,V,S22487_SI,-0.013132671,0.0814343012,-,+
r217,V,S22487_SI,0.0241159077,-0.005264559,+,-
r280,V,S22487_SI,0.0058811108,0.0002905157,+,+
r287,V,S22487_SI,0.0119978409,-0.038747964,+,-
r309,V,S22487_SI,0.0059538618,-0.060884448,+,-
r315,V,S22487_SI,-0.0478564,0.0527063677,-,+
r324,V,S22487_SI,-0.077412896,0.0714515803,-,+
r335,V,S22487_SI,0.0051989655,0.0607758237,+,+
r340,V,S22487_SI,0.0005504358,-0.027892828,+,-
r350,V,S22487_SI,-0.001098319,0.0335488,-,+
r357,V,S22487_SI,-0.015525201,0.0318421009,-,+
r358,V,S22487_SI,0.0077472732,0.017053988,+,+
r360,V,S22487_SI,-0.0337464,0.0004185857,-,+
r362,V,S22487_SI,-0.002904026,0.0129629936,-,+
r365,V,S22487_SI,0.0020350603,-0.0410467,+,-
r373,V,S22487_SI,0.016057281,-0.06238271,+,-
r374,V,S22487_SI,-0.003951576,0.0225623821,-,+
r380,V,S22487_SI,0.0027677774,-0.017914759,+,-
r392,V,S22487_SI,-0.004235204,-0.042182879,-,-
r427,V,S22487_SI,0.002639972,-0.025190237,+,-
r443,V,S22487_SI,0.0078236253,-0.004315384,+,-
r491,V,S22487_SI,0.0118300807,0.0017516983,+,+
r517,V,S22487_SI,0.0144165,-0.049567541,+,-
r732,V,S22487_SI,0.0054652519,0.0238965746,+,+
r737,V,S22487_SI,0.0236893967,0.0023171641,+,+
r799,V,S22487_SI,-0.006433619,-0.049536673,-,-
r810,V,S22487_SI,0.0046346543,0.0079752708,+,+
r820,V,S22487_SI,-0.006641298,-0.016929465,-,-
r83,V,S22487_SI,0.0215914136,0.0092816914,+,+
r85,V,S22487_SI,0.0323328114,0.0622583887,+,+
r853,V,S22487_SI,0.0138136823,-0.048504724,+,-
r907,V,S22487_SI,0.0241190914,0.0129233139,+,+
w114,V,S22487_SI,-0.010783947,0.0323790075,-,+
w38,V,S22487_SI,0.0045372623,-0.063156962,+,-
w47,V,S22487_SI,-0.011597935,-0.025069108,-,-
w52,V,S22487_SI,-0.045447111,0.0705192178,-,+
w55,V,S22487_SI,0.0054334379,-0.028542683,+,-
w59,V,S22487_SI,0.0035341626,-0.029137391,+,-
w64,V,S22487_SI,0.0108053728,0.0702738026,+,+
w67,V,S22487_SI,0.0002894144,-0.029205252,+,-
w68,V,S22487_SI,0.0123429979,-0.041203287,+,-
w76,V,S22487_SI,-0.042448627,0.1841047021,-,+
w79,V,S22487_SI,-0.009457392,-0.039675414,-,-
r101,M,S22494_SI,0.1122005875,-0.183984261,+,-
r208,M,S22494_SI,0.1941152483,-0.268098046,+,-
r217,M,S22494_SI,0.0154523358,0.1911206343,+,+
r280,M,S22494_SI,-0.005486637,-0.099578974,-,-
r324,M,S22494_SI,0.0574444899,-0.177154993,+,-
r335,M,S22494_SI,-0.019755934,0.1568853044,-,+
r340,M,S22494_SI,0.2292800982,-0.443433802,+,-
r350,M,S22494_SI,-0.002381917,0.1564531149,-,+
r357,M,S22494_SI,-0.009962312,-0.100087145,-,-
r358,M,S22494_SI,0.0432106885,-0.151964059,+,-
r362,M,S22494_SI,0.0427357557,-0.198785484,+,-
r373,M,S22494_SI,-0.001817817,-0.183738862,-,-
r374,M,S22494_SI,-0.031636622,-0.080728447,-,-
r491,M,S22494_SI,0.0064308373,0.0722480147,+,+
r517,M,S22494_SI,0.0610467414,-0.195266312,+,-
r737,M,S22494_SI,0.2558798328,-0.081685805,+,-
r799,M,S22494_SI,0.0645356974,-0.204583861,+,-
r810,M,S22494_SI,-0.110765514,0.1050552872,-,+
r83,M,S22494_SI,0.0740125766,-0.044038757,+,-
r85,M,S22494_SI,0.0420749594,0.2326991563,+,+
r907,M,S22494_SI,0.1798285739,-0.093745353,+,-
w38,M,S22494_SI,-0.953719915,0.9529195049,-,+
w47,M,S22494_SI,-0.158231019,0.0414340659,-,+
w59,M,S22494_SI,-0.064147924,0.2935639003,-,+
w76,M,S22494_SI,0.0141245923,-0.059352174,+,-
w79,M,S22494_SI,-0.034467403,0.3638473516,-,+
r101,V,S22494_SI,0.0173242459,-0.055981352,+,-
r208,V,S22494_SI,0.0740587065,0.1068055471,+,+
r217,V,S22494_SI,0.0071106934,0.1244713045,+,+
r280,V,S22494_SI,0.070562203,-0.035385595,+,-
r324,V,S22494_SI,0.0242367984,-0.164212043,+,-
r335,V,S22494_SI,0.0004656329,0.065680006,+,+
r340,V,S22494_SI,0.1056137222,-0.30078734,+,-
r350,V,S22494_SI,0.0372807491,0.1528267648,+,+
r357,V,S22494_SI,-0.044489412,-0.059694619,-,-
r358,V,S22494_SI,-0.053337707,0.0035278724,-,+
r362,V,S22494_SI,0.0752946776,0.0184926166,+,+
r373,V,S22494_SI,-0.02788102,0.053213306,-,+
r374,V,S22494_SI,0.0435418982,-0.290981851,+,-
r491,V,S22494_SI,0.0701843612,-0.12399566,+,-
r517,V,S22494_SI,0.0916418617,-0.177292212,+,-
r737,V,S22494_SI,-0.004719201,0.0508109979,-,+
r799,V,S22494_SI,0.1026585219,-0.181605495,+,-
r810,V,S22494_SI,0.0580933385,-0.055722591,+,-
r83,V,S22494_SI,0.2447654809,-0.22679446,+,-
r85,V,S22494_SI,0.1276180022,0.0475001291,+,+
r907,V,S22494_SI,0.1905255729,-0.388865449,+,-
w38,V,S22494_SI,-0.84342925,0.7433949802,-,+
w47,V,S22494_SI,-0.292120947,0.2289916943,-,+
w59,V,S22494_SI,0.0080257056,0.0866348965,+,+
w76,V,S22494_SI,-0.074574858,0.0577953887,-,+
w79,V,S22494_SI,-0.008449776,0.3211731615,-,+
r208,M,S22539_SI,0.0081520097,-0.006221426,+,-
r21,M,S22539_SI,0.0022849325,-0.011876526,+,-
r287,M,S22539_SI,0.0019372406,-0.045597291,+,-
r340,M,S22539_SI,0.0591844851,0.0376185353,+,+
r357,M,S22539_SI,0.0084681666,-0.177634928,+,-
r358,M,S22539_SI,-0.024278753,0.1442365489,-,+
r362,M,S22539_SI,0.0071569563,-0.001407631,+,-
r374,M,S22539_SI,0.0158850102,-0.063826574,+,-
r426,M,S22539_SI,0.0183406804,-0.027550203,+,-
r427,M,S22539_SI,0.0173369117,-0.007479569,+,-
r517,M,S22539_SI,0.0053243335,0.0275560297,+,+
r737,M,S22539_SI,0.024162657,-0.007902486,+,-
r810,M,S22539_SI,-0.032304531,0.0146682379,-,+
r83,M,S22539_SI,0.006328787,-0.017119753,+,-
r85,M,S22539_SI,0.0104940767,-0.00201402,+,-
r853,M,S22539_SI,-0.000281752,-0.00242797,-,-
r857,M,S22539_SI,-0.004802513,-0.007416422,-,-
r907,M,S22539_SI,-0.105417866,0.1092461338,-,+
w68,M,S22539_SI,-0.001598297,0.0028844659,-,+
w76,M,S22539_SI,-0.027793655,0.0129566939,-,+
w79,M,S22539_SI,0.0114211202,0.0293081535,+,+
r208,V,S22539_SI,0.0083766399,0.0048152897,+,+
r21,V,S22539_SI,0.0148459973,-0.045305448,+,-
r287,V,S22539_SI,0.0145710113,-0.047133809,+,-
r340,V,S22539_SI,0.031274565,0.0602070441,+,+
r357,V,S22539_SI,0.0074578397,-0.174175542,+,-
r358,V,S22539_SI,-0.019199633,0.143742615,-,+
r362,V,S22539_SI,0.0063117909,0.0135373504,+,+
r374,V,S22539_SI,0.0058274486,-0.035234914,+,-
r426,V,S22539_SI,0.0130407195,-0.008632561,+,-
r427,V,S22539_SI,0.005253015,0.0001628761,+,+
r517,V,S22539_SI,0.0270578097,-0.000379092,+,-
r737,V,S22539_SI,0.0284264734,-0.023697909,+,-
r810,V,S22539_SI,-0.03615009,0.0230186925,-,+
r83,V,S22539_SI,0.010872961,-0.011841493,+,-
r85,V,S22539_SI,-0.001804641,-0.001986092,-,-
r853,V,S22539_SI,-0.014124196,0.0164629953,-,+
r857,V,S22539_SI,0.0126131693,-0.059846911,+,-
r907,V,S22539_SI,-0.07468551,0.0692868621,-,+
w68,V,S22539_SI,-0.01051724,0.0078725342,-,+
w76,V,S22539_SI,-0.037408495,0.0315731306,-,+
w79,V,S22539_SI,0.0079603654,0.0375543816,+,+
r101,M,S22586_SI,0.0505871896,-0.177007049,+,-
r280,M,S22586_SI,-0.043566601,-0.038317445,-,-
r315,M,S22586_SI,-0.150384635,0.2543708988,-,+
r324,M,S22586_SI,-0.04108956,0.1481992764,-,+
r340,M,S22586_SI,-0.046926124,-0.165290741,-,-
r357,M,S22586_SI,-0.079062973,0.1378070382,-,+
r358,M,S22586_SI,0.0690085643,0.1838504421,+,+
r365,M,S22586_SI,0.0314802509,-0.270318366,+,-
r373,M,S22586_SI,0.0169891426,0.1798569287,+,+
r374,M,S22586_SI,-0.00097289,-0.165735968,-,-
r380,M,S22586_SI,0.020762955,-0.059086886,+,-
r491,M,S22586_SI,0.0421121773,-0.107360217,+,-
r517,M,S22586_SI,0.0270853528,-0.06030395,+,-
r799,M,S22586_SI,0.028347004,-0.06782493,+,-
r820,M,S22586_SI,-0.011438815,0.2827827386,-,+
r85,M,S22586_SI,0.0325441695,-0.211670725,+,-
w38,M,S22586_SI,-0.062206075,-0.094798382,-,-
w52,M,S22586_SI,0.020214204,0.1254441268,+,+
w55,M,S22586_SI,0.0129723592,-0.238717297,+,-
w59,M,S22586_SI,0.0143120266,-0.029563582,+,-
w64,M,S22586_SI,0.0563372632,-0.048041274,+,-
w68,M,S22586_SI,0.0544326297,0.3701894692,+,+
w76,M,S22586_SI,-0.038381667,0.1001455559,-,+
w79,M,S22586_SI,-0.003155948,-0.048609662,-,-
r101,V,S22586_SI,0.0178092622,-0.110981242,+,-
r280,V,S22586_SI,0.0431678094,-0.134698426,+,-
r315,V,S22586_SI,-0.169384105,0.2895471523,-,+
r324,V,S22586_SI,-0.058709341,0.1181166529,-,+
r340,V,S22586_SI,-0.025056319,-0.222266315,-,-
r357,V,S22586_SI,-0.136436191,0.2740685594,-,+
r358,V,S22586_SI,0.0639316843,0.1997576786,+,+
r365,V,S22586_SI,0.0148612909,-0.239989733,+,-
r373,V,S22586_SI,-0.018878866,0.1943352681,-,+
r374,V,S22586_SI,0.0067160203,-0.186681217,+,-
r380,V,S22586_SI,0.0108074498,-0.010529286,+,-
r491,V,S22586_SI,0.0252795104,-0.046764061,+,-
r517,V,S22586_SI,0.049509588,-0.092361302,+,-
r799,V,S22586_SI,0.0383285353,-0.084199528,+,-
r820,V,S22586_SI,-0.031414372,0.2823921145,-,+
r85,V,S22586_SI,0.0293495075,-0.174759487,+,-
w38,V,S22586_SI,-0.064565197,-0.074225689,-,-
w52,V,S22586_SI,0.0475379233,0.0327806333,+,+
w55,V,S22586_SI,-0.001749215,-0.237618608,-,-
w59,V,S22586_SI,-0.006460129,-0.050881698,-,-
w64,V,S22586_SI,0.0509046318,0.0089511356,+,+
w68,V,S22586_SI,0.125074178,0.2879052613,+,+
w76,V,S22586_SI,-0.01928562,0.019713413,-,+
w79,V,S22586_SI,0.0086619642,-0.041611278,+,-
r101,M,S22619_SI,-0.011255191,0.129676942,-,+
r136,M,S22619_SI,0.0231773552,-0.070059218,+,-
r208,M,S22619_SI,0.004041546,-0.018047788,+,-
r217,M,S22619_SI,0.0051971773,-0.013062606,+,-
r280,M,S22619_SI,0.0099444738,0.0150152568,+,+
r287,M,S22619_SI,0.0194991235,-0.091601198,+,-
r324,M,S22619_SI,-0.047701143,0.0198200015,-,+
r335,M,S22619_SI,0.0069345124,-0.018845006,+,-
r340,M,S22619_SI,0.0778867179,0.0382056112,+,+
r357,M,S22619_SI,-0.004070392,-0.010723806,-,-
r358,M,S22619_SI,0.0079666902,-0.027593143,+,-
r360,M,S22619_SI,0.0089805877,-0.010803491,+,-
r365,M,S22619_SI,-0.004277699,-0.008385312,-,-
r374,M,S22619_SI,0.0086470459,0.0043309685,+,+
r380,M,S22619_SI,0.0098058584,-0.005736598,+,-
r427,M,S22619_SI,0.0088505172,-0.031286978,+,-
r491,M,S22619_SI,0.0081633172,0.0717774846,+,+
r517,M,S22619_SI,0.0159121557,0.1131922439,+,+
r732,M,S22619_SI,0.0040076478,-0.011910018,+,-
r737,M,S22619_SI,0.0206605247,-0.02756881,+,-
r799,M,S22619_SI,0.0127592529,0.0505225478,+,+
r810,M,S22619_SI,-0.005873401,0.0660419045,-,+
r820,M,S22619_SI,-0.011231262,-0.011844795,-,-
r83,M,S22619_SI,0.0032872009,-0.085370447,+,-
w114,M,S22619_SI,0.010610719,-0.086665438,+,-
w38,M,S22619_SI,-0.049443654,0.0414854662,-,+
w47,M,S22619_SI,0.0032306172,-0.029538026,+,-
w52,M,S22619_SI,-0.001075039,-0.011664994,-,-
w55,M,S22619_SI,-0.030248272,0.0108961995,-,+
w59,M,S22619_SI,-0.022052236,0.0719149089,-,+
w64,M,S22619_SI,-0.056868003,-0.000759022,-,-
w68,M,S22619_SI,-0.031219362,-0.052389588,-,-
w76,M,S22619_SI,0.0104369257,-0.01603135,+,-
w79,M,S22619_SI,-0.004684313,0.0070080953,-,+
r101,V,S22619_SI,-0.004973927,0.1275514467,-,+
r136,V,S22619_SI,-0.000752042,-0.032262287,-,-
r208,V,S22619_SI,-0.000673968,-0.008024919,-,-
r217,V,S22619_SI,0.0014592421,-0.012824241,+,-
r280,V,S22619_SI,-0.003361696,0.0138990703,-,+
r287,V,S22619_SI,0.0141134222,-0.087851969,+,-
r324,V,S22619_SI,-0.036399627,0.0095884597,-,+
r335,V,S22619_SI,0.0085753188,-0.035875094,+,-
r340,V,S22619_SI,0.0443211699,0.0699054676,+,+
r357,V,S22619_SI,-0.014927478,0.0054148882,-,+
r358,V,S22619_SI,0.0087455558,-0.026695073,+,-
r360,V,S22619_SI,0.0043263727,-0.030385046,+,-
r365,V,S22619_SI,0.0146559773,-0.018310524,+,-
r374,V,S22619_SI,0.0069838634,0.0310756851,+,+
r380,V,S22619_SI,0.0049406686,-0.009786862,+,-
r427,V,S22619_SI,0.0092016474,-0.025484583,+,-
r491,V,S22619_SI,0.0159949677,0.0381533984,+,+
r517,V,S22619_SI,0.0186646476,0.1225457806,+,+
r732,V,S22619_SI,0.0189589999,-0.030618206,+,-
r737,V,S22619_SI,-0.006693969,0.0182669281,-,+
r799,V,S22619_SI,0.0160998615,0.066432742,+,+
r810,V,S22619_SI,-0.016188094,0.0817109208,-,+
r820,V,S22619_SI,-0.00233969,-0.004325386,-,-
r83,V,S22619_SI,0.0142500485,-0.093579436,+,-
w114,V,S22619_SI,0.0109646808,-0.068996134,+,-
w38,V,S22619_SI,-0.033885065,0.0101923654,-,+
w47,V,S22619_SI,0.0048812535,-0.03791955,+,-
w52,V,S22619_SI,0.0009643438,-0.012315183,+,-
w55,V,S22619_SI,-0.023781315,-0.007285168,-,-
w59,V,S22619_SI,0.0005263777,0.0107081432,+,+
w64,V,S22619_SI,-0.068185202,0.0281409827,-,+
w68,V,S22619_SI,-0.026751418,-0.055081731,-,-
w76,V,S22619_SI,0.0162769126,-0.033726951,+,-
w79,V,S22619_SI,0.0040081591,-0.002237934,+,-
r101,M,S22621_SI,-0.00439471,-0.049120017,-,-
r217,M,S22621_SI,0.0007415247,0.0887375229,+,+
r280,M,S22621_SI,-0.001717118,0.0882592674,-,+
r315,M,S22621_SI,-0.129435218,0.103413235,-,+
r324,M,S22621_SI,-0.013577965,0.0650892103,-,+
r335,M,S22621_SI,-0.007033325,-0.123463503,-,-
r340,M,S22621_SI,0.055345929,-0.094843308,+,-
r357,M,S22621_SI,-0.006967988,0.0568634529,-,+
r358,M,S22621_SI,0.0260124709,0.0115164556,+,+
r365,M,S22621_SI,0.0150533069,0.0105275847,+,+
r380,M,S22621_SI,0.0220830656,-0.022439765,+,-
r427,M,S22621_SI,0.0100972237,0.0071469965,+,+
r491,M,S22621_SI,0.0141128114,-0.034182128,+,-
r517,M,S22621_SI,0.0250393535,-0.049603076,+,-
r732,M,S22621_SI,0.0246046397,-0.019841839,+,-
r737,M,S22621_SI,0.0042917733,0.0064693077,+,+
r799,M,S22621_SI,0.0251356005,-0.088172282,+,-
r820,M,S22621_SI,0.0059537342,0.1394173878,+,+
r83,M,S22621_SI,0.0099015074,-0.053198548,+,-
r85,M,S22621_SI,0.0143298488,-0.062573278,+,-
w38,M,S22621_SI,-0.043602197,-0.012065583,-,-
w47,M,S22621_SI,-0.018790783,0.0377055721,-,+
w52,M,S22621_SI,-0.003352046,-0.057435614,-,-
w55,M,S22621_SI,-0.019737533,0.0671613659,-,+
w59,M,S22621_SI,-0.023810795,0.2751882288,-,+
w64,M,S22621_SI,0.0203565384,-0.163093958,+,-
w68,M,S22621_SI,-0.015481006,-0.003851146,-,-
w76,M,S22621_SI,0.0148413578,-0.123611544,+,-
r101,V,S22621_SI,0.0042879212,-0.042908505,+,-
r217,V,S22621_SI,0.0167910768,0.0650861385,+,+
r280,V,S22621_SI,0.0128879836,0.0614339173,+,+
r315,V,S22621_SI,-0.132224701,0.110168859,-,+
r324,V,S22621_SI,-0.010017398,0.0547832296,-,+
r335,V,S22621_SI,-0.007120125,-0.113884,-,-
r340,V,S22621_SI,0.0080054007,-0.046200503,+,-
r357,V,S22621_SI,-0.028518113,0.0808567952,-,+
r358,V,S22621_SI,0.0099685072,0.0301899398,+,+
r365,V,S22621_SI,0.011216185,0.0198870611,+,+
r380,V,S22621_SI,0.0187637056,-0.021795235,+,-
r427,V,S22621_SI,0.0138077707,-0.00657617,+,-
r491,V,S22621_SI,0.022613042,-0.040355811,+,-
r517,V,S22621_SI,0.032506342,-0.051539013,+,-
r732,V,S22621_SI,0.0033026461,-0.005138491,+,-
r737,V,S22621_SI,0.0169735799,-0.021185899,+,-
r799,V,S22621_SI,0.0239445956,-0.088782002,+,-
r820,V,S22621_SI,0.0031641595,0.1547487055,+,+
r83,V,S22621_SI,0.0036966332,-0.057263893,+,-
r85,V,S22621_SI,0.0150794854,-0.065278896,+,-
w38,V,S22621_SI,-0.043381418,-0.01337879,-,-
w47,V,S22621_SI,-0.027925451,0.0512235783,-,+
w52,V,S22621_SI,-0.000333927,-0.050097172,-,-
w55,V,S22621_SI,-0.013057366,0.0341155465,-,+
w59,V,S22621_SI,0.0402884552,0.2102967363,+,+
w64,V,S22621_SI,0.0128521607,-0.161961704,+,-
w68,V,S22621_SI,-0.015271349,0.0214007922,-,+
w76,V,S22621_SI,0.0077001981,-0.107845218,+,-
r101,M,S22876_SI,-0.053743979,0.2660419964,-,+
r324,M,S22876_SI,-0.065326469,0.4618236776,-,+
r358,M,S22876_SI,0.0611940309,0.0016416014,+,+
r360,M,S22876_SI,-0.103253453,-0.037439777,-,-
r365,M,S22876_SI,0.0485390975,-0.028950508,+,-
r373,M,S22876_SI,0.0689312388,-0.031049163,+,-
r374,M,S22876_SI,0.0354173475,0.1450472903,+,+
r427,M,S22876_SI,0.003011935,-0.255353698,+,-
r491,M,S22876_SI,0.007066832,-0.24390943,+,-
r799,M,S22876_SI,0.0292890543,0.1327487031,+,+
r85,M,S22876_SI,0.0136457794,-0.283795435,+,-
w38,M,S22876_SI,0.0716524079,0.1509371175,+,+
w47,M,S22876_SI,-0.113558168,0.2566838883,-,+
w52,M,S22876_SI,-0.074522572,-0.166701873,-,-
w55,M,S22876_SI,0.0244078725,-0.043266645,+,-
